id,video_id,text,label
UgxlCltoW92Kg6CFWEN4AaABAg,bXQ7pHLuXSc,Азаматсынар албетте кыргыстандан элдин акчасын уурдап кетишкен ал айтпаса да белгилуу,non_hate
UgxujjfUNV3FblEDO4p4AaABAg,HeGfRTka3TQ,Андан башка мыйзамынарды иштетип алгылачы,non_hate
Ugw9QAEYO6J5_r0gDNR4AaABAg,9SK6boOSZX0,Тажиктер эл эмес эле жапайы манкурттар.кудай жазаласын силерди.мусулман мусулманга да согуш кылабы? Айбандар.,hate
Ugy5ev5HoRDWf3m_vkF4AaABAg,MzmJyHQlS5Y,Бийликтегилердин баары Матрайлар менен байланышы бар бизди мамлекеттик уурулар башкарып жатышат бир соо адам жок,non_hate
UgwKSSYdjQuuh-4Wm_F4AaABAg,9SK6boOSZX0,Урод кебетеси суук генералга Аллах көрсөтсүн балдарын жеп отуруп калсын ылайым,offensive
UgyRKoSmQo9B_xnGD8x4AaABAg,bXQ7pHLuXSc,ПАН БАШТАР БАКИЕВ КЫРГЫЗСТАНДЫ ХИПИККЕ КИРГИЗГЕНИН ЭСИНЕРДЕН ЧЫГАРДЫНАРБЫ ТУПОЙЛОР,offensive
Ugxqxv5b3tyJgwiUmN94AaABAg,8W94yWJHw6A,Блят ушул КРдан чыгып Кетти деген соз тойгозду,offensive
UgzjMoTjJLO1Ntt_ESB4AaABAg,KSVY5SRkfn8,"Садыр Жапаров бали, сиз менен сыймыктанабыз",non_hate
Ugw3DV-wWPBrVPUQ_BZ4AaABAg,8W94yWJHw6A,Конечно жардам берет канча адамдарды сыздаткандан кийинанын озунун жанынан кетип жатат беле.,non_hate
UgzGM-7AM_C7XHWLFgV4AaABAg,GE9a-UY4I7E,Ал турмодо жатканда деле жылкы кармап кымыз ичип кой бактырып кыргыздарга беш бармак жеп курортто жургондой эле турмодо деп коюп эщектер турмонун жеткчиликтери ага ушундай удобсттво тузуп бергенин кара. Андан коро кетсин же олтуруп эле салбайт Беленер мээси жок Чимкириктер.,offensive
UgxVKVewccFfMHvMlc54AaABAg,HeGfRTka3TQ,Айзада акуулду экен,non_hate
UgzImWoAiEpupQIg66t4AaABAg,KSVY5SRkfn8,"""Вор в законе"" Кольбаевати өлтүрүп, Ташиев өзу ""вор"" болгон турбайбы. Булардын үй бүлөсүн кустуризация кылыш керек!!! Инисин миллиарды кайдан келди? Текшеришсин!!!",non_hate
Ugzj_yUEMdi1KHSTTJd4AaABAg,bXQ7pHLuXSc,Бакиевдин акылы чмолор,offensive
UgwPoOyp9apfCw8bREh4AaABAg,va4UkKaVJ8k,Молодцы. Жаштарды олтуруп жатышат а то наркоман кылып,hate
Ugw7QU1cwNQ3CZas0zl4AaABAg,va4UkKaVJ8k,Тура кыласынар клубтун ээсин соттоп салсада аздык кылатко гомиктерди камерага тартып элге коргозсонор жакшы болор беле тууган уругу коруп тарбиялайбы деген ой,hate
UgzHvNQtKPicIxiBYvh4AaABAg,KSVY5SRkfn8,Ташиев ОЗУ таза иштеди,non_hate
UgwVa2YRC-3xGnG-_Qh4AaABAg,GE9a-UY4I7E,Канча бей куноо адамдарды олтуруп койсо эч кимдин или жок,non_hate
Ugy0BLRoJtNI-iIWjkZ4AaABAg,KSVY5SRkfn8,Арким өзүнүн кадырын коюп башканы иштен алып жамандамай,non_hate
UgzGii0CmAMB44jtpv54AaABAg,MzmJyHQlS5Y,Ашанын шоопуру аркылуу жасаган кашасынын бири!,non_hate
UgygB_tC00lEyoQR_Vt4AaABAg,HeGfRTka3TQ,Оооой жалаптар кыздардын баары жалаптар,hate
UgxacfONgiQ4S_iozdN4AaABAg,8W94yWJHw6A,😂😂 элге жардам бербесе дагы коргойсунар эмне кылды акчага сатылгандай чыгасынар эки дос иштеп атат,non_hate
Ugx4TNH8ojqknne93WV4AaABAg,9SK6boOSZX0,"Бул пидарастерди ким буйруган рахмон буйруган ,биз мынлан хуже кылабыз бул акмактарды кыргыздын ондой аскери гана жооп берди убакыт келет мен дагы колума курал кармаймын",hate
Ugx0WDnHml1vVwVEj4N4AaABAg,KSVY5SRkfn8,Жон эле спектакль.Бири-бирин чукумай. Бизде баары эле криминал болуп кеткенго.,non_hate
Ugw46QPY92FP0-3rjAF4AaABAg,KSVY5SRkfn8,Булар Колбаевди олтуруп оздору дипломированный опг болгон тура,non_hate
UgzCJcA63CnkO8TJ2JJ4AaABAg,9SK6boOSZX0,Биздикилер эмнеге даярдашпайт ушу акмактарга окщогон согушчандарды?,offensive
UgxYBgABeBmT8IdfHbl4AaABAg,8W94yWJHw6A,"Оой ойды кыйды дунуе,ыр эсиме келди,(келееринде дуне,гулдоп жаткан жердейсин,кетееринде дунуе,какшып калган сайдайсын)-Оо пенделер козунорду ачып,ойлонгула!",non_hate
Ugx8VOaONiLHmqszsZh4AaABAg,rcF3WelvY18,Ылайым тозокто куйуб Олсон экен акмак сени тарбиялаган Ата энене Рахмат,offensive
UgjaIxcMjJmFZXgCoAEC,GE9a-UY4I7E,Жалган соз баарын акчага сатып алган да акмак баарын камаш керекАташ да,offensive
UgzN79tizY_Zcw2KDlt4AaABAg,rcF3WelvY18,Калян деген тамекиби же эмне,non_hate
UgyJQGmRuvzkUk2iwxh4AaABAg,8W94yWJHw6A,"Бири бирне чабыштырып отуруп Кыргызстанды жеп жутасынар го акмактар,,батыштын акчасына тойбодунар го кээ бир журналисттер",hate
UgyNAqo4J5sAHFnp0A54AaABAg,KSVY5SRkfn8,Таш эми билдинби Колдук дегенде олдук деген созду 🎉😂Дос деп журуп жайлапсын да Кыргызстанды Ташкее скейн,offensive
UgySmpMNKpGNWhKs5kZ4AaABAg,9SK6boOSZX0,Олтуруш керек пидрларды,hate
UgyvOUdmhX4EnEj4EsN4AaABAg,MzmJyHQlS5Y,Раимди кама албайт колдорунан келбейт,non_hate
UgwS0m7JVZiY1Sm32cp4AaABAg,KSVY5SRkfn8,"Эй эксперт далдырабачы!!!! Эду нарын дык жонокой эле жургон бала болчу ,бирок жакшы окуган бардар Уй булонун баласы, жанындагылар кенедей кездеринен эле дос классташ,группалаштары!!!баары Тен эле намаз окуган карапайым эле Уй булонун кадимкидей эле жонокой эле жургон балдар болчу!!! Жаштык кылып коюшту го!!! бийликтин указаниясын билбей кылып алышты го дейм мен",non_hate
UgwmuMipY5OY5yZI5DR4AaABAg,GE9a-UY4I7E,Ске ебандар жонокой киши эмес ал деп коркуп жатышатко.,offensive
UgyNtBgjLcMZZDDGTWB4AaABAg,uVtRxYnDPIQ,Самосуд боло электе гейропага кетип жок болсун бул акмактар,offensive
UgwQ7kdXclC9-ZhRSpt4AaABAg,MzmJyHQlS5Y,"Педик Байсаловду жаман көрүп жүрсөм, көрсө Матрайым менен күрөшүп аткан экен! Оюумду артка алдым",hate
Ugzka4jqooLcCnqPJwl4AaABAg,rcF3WelvY18,Эркектер мне болуп калганбыз намыс Кайда эшектер,offensive
Ugz8RhjvtZVffKPZ-1t4AaABAg,MzmJyHQlS5Y,Ошол маркум улан эгизбаевдин аялына матраимовдордон акча алып бериш керек☝️ Аллах дын алдында кантип жооп берет экенсинер матраимовдор ?,non_hate
UgwNUa8AMS8Htfl9o9F4AaABAg,8W94yWJHw6A,Надира сен биринчи кетишин керек оз оордун менен,non_hate
Ugxo03HpwZUJNhmauYd4AaABAg,8W94yWJHw6A,бул жерде анын кандай мамиле кылганы эмес бажыдан тушкон акчаны сол чонтоко уруп койгону болуп жатат оной акча тапса любой эле адам элдерге жардам берет да оз мээнети менен байыган адам мындай болбойт биздеги байлардын кобу Кыргызстандын мулкун сатып мамлекеттин акчасына байыгандар коп,non_hate
Ugwmo97FQsNFIAOS6Yt4AaABAg,8W94yWJHw6A,Колдогон акмактарды камаш керек баарын айбандар,offensive
UgyHTAWdoHNYu_afca14AaABAg,bXQ7pHLuXSc,Билят БАКИЕВДЕР КЫРГЫЗСТАНДАГЫ ЗАПАС АКЧАЛАРДЫ АЛТЫНДАРДЫЫ УУРДАП КЕТИШКЕН КАССАНЫ КАКТАП,offensive
UgwUvj8AwndBmsisKph4AaABAg,HeGfRTka3TQ,Эшектердин иши бул адаидар андай жабайт,non_hate
UgyL3WTrB-HQJlk8sB94AaABAg,9SK6boOSZX0,Коток барбы бу видиодо изилдеп озунду жерге уруп котун айрыш керек,hate
UgzUhak8C4MTnE46vy54AaABAg,HeGfRTka3TQ,Кыздарга турале оздору ачык журсо чалдар кызыгатда,offensive
UgyCaTKh1by72XiwSTx4AaABAg,KSVY5SRkfn8,Акмактын кылганын карачы,offensive
Ugz-2BSMRZ9lvwekAwd4AaABAg,KSVY5SRkfn8,"Өзү Кыргыз түпкү ой пикирин өзгөрмөйүнчө! Башкасы келсе деле ушул акыбал азыр булар бири бирин постава менен кармап жатышат, эртең башкасы келип азыркы аппакмын дегендерди деле кармашат.",non_hate
UgxDyZytdGtMjiMsqkJ4AaABAg,9SK6boOSZX0,Мырктар уялбай Алахдан айланып садага кет.,offensive
UgxREPBZAYTKVKCBg-p4AaABAg,9SK6boOSZX0,"Мир новостиден Кыргыздар тазиктердин мечитин куйгузуп жаш балдарын мыкачылык менен олтуруп жатышат деп корсотуп жатышат, россияда баардык тажиктер кыргыздар дайым урушту биринчи баштайт деп журушот,",non_hate
UgyfjABIbJmhv5PIPql4AaABAg,HeGfRTka3TQ,Сойкулардан доля алган милициялар елге кызмат кылабы емнеге зордогондор акталып кетет емне себеп анан школдо байлардын балдары чиновниктердин балдары чемпион дордун тугандары еле рекет болуп кыздарды коркутуп алышкандар бар екен коркутуп зордоп чиновниктер да заказ берет дейт школго . кыздарга акчага сатылгандар бар екен деп студентер да ачка калганда бай балдардан козу отуп калышат екен жардам берсе еч нерсесин аябай калышат екен дейт студентерди мугалимдери еле екзаменден жардам берем деп жатып бузуп салышат екен милициялар коргой алышбайт кыз кайрылса мени минти десе кайра кызды азыр интернетке чыгарабыз деп коркутуп оздору зордойт екен милициялар таза иштебейт таза еместерин алмаштырыш кк,non_hate
UgztIefix99Jj7ae3vB4AaABAg,HeGfRTka3TQ,Бизде Ош МУ да Саткынбай Момуналиев деген агай бар эле биз окуп жургондо тийишип шилекейи агып калчуу тооба мен олло кагып чыгып кеткем.Ошондон кийин мени сеция да олло чуркатып кыйнаган го чиркин бирок мен повод берген эмесмин,non_hate
UgwYucjAKpWJ1_SK_lh4AaABAg,iM4S3PDEGDg,Эшек садыр Нуркожун котогунан тарабынан аныкталат жана бекитилет келген экен эшек садыр 😂😂😂,hate
Ugy2h615dW-QGz8ZaVJ4AaABAg,KSVY5SRkfn8,"Ташиев жакшы иштеп жаткан эмнени карап жаткан дейсинер,Ташиев чек араны чечти,канчалаган карупсионерлерди кустурду буюджетти которду,канчалаган иштерди бутурду го,Садыр досунун артына жаба чычтыго Уяты жок.Ташиевтин кылган ишин корбосонор кор болосунарго.Бир озунун колунан эмне келмек эле мунун атын жамынып алып канча иштерди кылып жатышты.ошолордун бири бул сволуштар.",non_hate
Ugyw7HbpCe-at3uzFxZ4AaABAg,rcF3WelvY18,"Арак, бангизат, кумар оюндары менен курошо албай келе жатабыз эми булар да кошулуп калыптыр да! Мен эне катары, кыргыз катары каршымын мындайларга! Дайыма каттуу козомол керек, бир эки жолу эле эмес! Ажырашуулар кундон кунго кобоюп жатат, кыздар турмушу кургусу келбей да калды уруп, олтуруп жаткан “эркектер” учун, эми булар таасир кылса, такыр ЭЛ катары жоголуп кетебиз!",non_hate
UgylGZVGfc-FlHw1HxF4AaABAg,8W94yWJHw6A,Матраимов туалеттен кийин кагаз деле колдончу эмес окшойт.Тээтигинче киши бат бат жалап атса кереги жок да кагаздын.Эркек аял Даш кары детей жалап турушчу тура эээнендурайындар,offensive
Ugy4le-Shdwr6bgLnq54AaABAg,HeGfRTka3TQ,Азыр кыздардын коопчулугу кийими бар бирок жыланач сыяктуу. Ошондуктан Ислам дини аял менен эркектерди чогу бир болмоодо олтурушуна каршы.,non_hate
UgzQmoo3-cmGPHl9-jB4AaABAg,KSVY5SRkfn8,УШУНДАЙ АЛЛАХ ЖАЗАЛАЙТ ЭЛ КОРБОЙТ ТУУРА БИРОК АЛЛАХ ЖЕТИ КАТМАР АСМАН ЖЕРДИН ОРТОСУНДАГЫ КЫБЫР ДЕГЕНИН ОЙ МАКСАТЫН БААРЫН КОРУП СЕЗИП БИЛИП ТУРУУЧУ АЛЛАХ ЖАЗАЛАЙТ ЖАЗАЛАЙТ,non_hate
UgxYsBbzPzZENEf41wV4AaABAg,va4UkKaVJ8k,Блят геилер бар экннби пиздец вес клубтарды жапыш керек вес кандыктар и коттор ошокто экенгоо 😂😂😂 УКМК маладец я подержу ваша решению 👍👍👍,hate
UgzTRgWA6XKnN1eVCQx4AaABAg,bXQ7pHLuXSc,Бакиевтерди колдогондор бул тууган жердештери жана кыргыз деп куйбогон акмактар сигейиндер кайсы бетинер менен колдойсунар жакшы болсо кан тогулот беле Максим орус кыргызга куймок беле,offensive
UgxWn8JbGTbRNpq7ejN4AaABAg,8W94yWJHw6A,ушул акмак эшекттердин айынан кыргызтан онукподу эшек арамдар,offensive
Ugy-XGXBYv054s7YMxV4AaABAg,va4UkKaVJ8k,Болот юнусаливадагы кореянканы да караш керек,non_hate
UgwHznEipivzHdSnTpF4AaABAg,KSVY5SRkfn8,Омур боюна камагыла 40 чоросу 80 чоросу болобу скей,offensive
Ugy66-XFeJQyPOtVdbp4AaABAg,va4UkKaVJ8k,Бишкекте ушунлайлар бар деп ойлогон эмесмин,non_hate
UgymeAWv7UBYhquOrH94AaABAg,bXQ7pHLuXSc,Кеткенди койуп Кыргызстандын ичиндегисин эптеп албайсынарбы,non_hate
UgziSavN7EDLZSkSCDt4AaABAg,KSVY5SRkfn8,Биляаат былгып кеткен экенда,offensive
UgxOQncRddqbA9A_Cch4AaABAg,bXQ7pHLuXSc,Ушундай кок мээ адамдар бар экен до сих пор Бакиевтерге асылып журушот кандай Гана эшексинер,offensive
UgwLn7Cz4s0CqLkYuLZ4AaABAg,GE9a-UY4I7E,"Олуп калса болмок, аны олтурбой эмне кылат эленер, ал канчалаган кыргыздарды олтургон кыздарды зордуктаган, бул пидорду жолдон олтуруш керек болчу, кана жанагы кыйын болгон Камчынын балдары",hate
UgzbcOjBOkYmzhEe1Zl4AaABAg,9SK6boOSZX0,Акмак мусулман элге кол салып Аллах деп койот акмак.,offensive
UgyDb83xanPzMP2XaKR4AaABAg,GE9a-UY4I7E,"Атамбайдан баш ка эч бир пенде нин колунан кел бейт,анан кудай дын колунан гана келет",non_hate
UgxZulwPBM_32lbCJg14AaABAg,va4UkKaVJ8k,"Штраф салып очойгон ,камашыла акмактарды",offensive
Ugz7fE66H-29mdMTEhp4AaABAg,MzmJyHQlS5Y,Баарынар эле артынан чуркап журдунор элего,non_hate
UgxhjxH3DtyGqYcmQEp4AaABAg,rcF3WelvY18,Сакал койгон ешшек акмак ит,offensive
UgyOJUZztE_Kq4os8kV4AaABAg,GE9a-UY4I7E,Турмодоле олтуруп жок кылыш керек эле ошо Батукаевди.жогорудан буйрук болгондаа анан булар буйрукту аткарышкан.акча алышкан же креслого отургузам жогоруга котором деп айтып турмодон чыгарткан.призидент баш,hate
Ugz97m1GI_ubKvgHEnJ4AaABAg,KSVY5SRkfn8,"Камчы эл үчүн чын жүрөктөн кызмат кылган, бекер каралаба ,эртең өз башыңа келип калат!!!Ташиев президент болуп калса Садырды жамандап чыгасың!!!",non_hate
UgyJ1DutCPct5Kgw0Pd4AaABAg,MzmJyHQlS5Y,Мен Бабановду эч канчан колдобойм...,non_hate
UgxgH-AjkY7hGMsoiP14AaABAg,bXQ7pHLuXSc,Азаттык чагымчы кимдин заказы кыргызтандагы олигахтардын аташтын дуйносун тарт же киришпегиле америка азаттык укбайбыз мусурмандарды кырып байлыгына нефтьге коз артып согуш ачып жатат эмне учун тартып корсотбойсунор баскынчылар саясатынар тетири,non_hate
UgwID_peqcDGL_nylw14AaABAg,8W94yWJHw6A,Блят Элди алаксытып эле аллап Матраимовторду эрмек кылып алдынарго . Ушуну чыгарган автор азыркы жашоондо озунон башка Садыр и Камчына ишенбе турмушунан ажырап калба. Бунун баары постановка жоон котуну кысып Атат энендин балачакан менен тынч эле жашасан . Бляя качан онолосунар,offensive
UgyDFkCQZhdB3rWgjtx4AaABAg,va4UkKaVJ8k,Жарайсын Мунарбек жигитсин Сен болбогондо бул малдан айырмпсы жок акмактар Оз ишин уланта бермек,offensive
UgyrtsR5lqeIuvAEiJJ4AaABAg,HeGfRTka3TQ,Айзада эже эң туура айтты.,non_hate
UgzWQZy0UhFBwL0bCLl4AaABAg,GE9a-UY4I7E,Айда салянова сен турмодо чирип ол акмак батуукаевдин таламын талашып атасбы уятсыз сага сооп окмотун укуругу узун акмаккызындын алдында емне деп жооп бересин сенин ордун турмоуятсыз,hate
UgyMXHQufFiYv39PyVV4AaABAg,MzmJyHQlS5Y,"Матраимовту алдап, депутаттар жумуштарын бутуруп журушконго я, азыр озлору сатып, байкуш Матраимовту депутат болуп олтурушат, мейли, кайтаар дунье",non_hate
UgwETYFkU7HsCvO_JDt4AaABAg,KSVY5SRkfn8,Садыр Азаматсын тураа кылдын сенден эмес ташиден коруп,non_hate
UgxF7ogj2YHIW-t1sBF4AaABAg,8W94yWJHw6A,Нарматова бетин Бет эмес эле эшектин коту экен,offensive
UgwyC2sv0sV1Swa7uG54AaABAg,MzmJyHQlS5Y,Беш бакан емес.Беш камансынар да.,non_hate
UgzUDxHTw5PFqRk49e94AaABAg,KSVY5SRkfn8,Омур бойу камагыла бул акмактарды,offensive
UgyTgfd21F7dAtBXxhF4AaABAg,9SK6boOSZX0,Акмактар. Аллах жазанарды берсин!,offensive
