id,video_id,text,likes,date,n_words,has_kyrgyz_letters,cyrillic_ratio,label
Ugw8UkhpB_zquVEloZZ4AaABAg,8W94yWJHw6A,Матраимов Трильондорду Ууурдап кичине милон чачып элге корунгонда,0,1758499200,8,0,1.0,
Ugw5pvRirvjLX8izITZ4AaABAg,8W94yWJHw6A,Гөтүнө кирди го😂😂😂😂😂😂 эл гарап гана жыргайлы😂😂😂😂,0,1758499200,7,1,1.0,
Ugympmrh_WdrzzaJc414AaABAg,8W94yWJHw6A,Надира. Айым абдан туура айтып атасыз мен сизди абдан колдоймун,1,1758499200,10,0,1.0,
UgyFnV6QY-uJCIKLyDJ4AaABAg,8W94yWJHw6A,Жоготуш керек марватова бундай катындар эч качан жакшылык кылбайт,0,1758499200,9,0,1.0,
UgzdXj8C030PxW4fwNt4AaABAg,8W94yWJHw6A,Булар болушунча саткан или бир кун отурушат,0,1758499200,7,0,1.0,
Ugzz4PwPN3NknHXq3ml4AaABAg,8W94yWJHw6A,Баарын четинен иликтеп камалат ушул депутаттар,0,1758499200,6,0,1.0,
UgzlkcUOWmbHdT3NMF54AaABAg,8W94yWJHw6A,Надира катын куйтуго,0,1758499200,3,0,1.0,
UgyqtxL0ZZaVXlRrl3F4AaABAg,8W94yWJHw6A,Мат Рахимов киргизистанни кереги жок киргизистан онуксун онугуш жок киргизистан мажор килгаг кишилер Бири болот,0,1758499200,15,0,1.0,
UgxvBdI2-ozQK7FGE0x4AaABAg,8W94yWJHw6A,Ушул жерин еркекче болбой калды карупснер болсо болгондур бирок бийликтегилерге кол салганы келиптир райым жоноту деген иш емес еркек болгула пахта койсон кой кот арчы болбо,0,1758499200,26,0,1.0,
Ugxdnvpve8AW7i8GJuF4AaABAg,8W94yWJHw6A,Матраимов иштеген малда бардык нерсе арзан болгон кеткенден кийин товардын баасы 3 4 эсе осту ошондо ким пайда кылып атат элге,0,1758499200,21,0,1.0,
UgzwSVI63ry-XlqURIt4AaABAg,8W94yWJHw6A,"Ушуга Ишенип угуп отургандар Ит эле Адамсынар,Силер жеп ичкен адамдарды колдойсунар итке минип журбодунор беле,,,,,Алга Азамат Камчыбек Ташиев❤ Алга Садыр Жапаров ❤❤❤❤❤❤",0,1755820800,22,0,1.0,
UgwEJWbNGODm63paPp14AaABAg,8W94yWJHw6A,нарматова жолдошева бул кыргыздын стерва катындарын жок кылуу керек,0,1755820800,9,0,1.0,
UgxODwEDCUzWnCaiayp4AaABAg,8W94yWJHw6A,Кетиш керек нарматова,0,1755820800,3,0,1.0,
Ugw4KLnIEOQ2ZSJ74QV4AaABAg,8W94yWJHw6A,Матраимовторду кр чыгарып салыш керек,0,1755820800,5,0,1.0,
UgzOjtjqqJS2bMg06fh4AaABAg,8W94yWJHw6A,Акмат сен көт турбайсыңбы,0,1755820800,4,1,1.0,
UgwaCzAFYVjK5hgz3gJ4AaABAg,8W94yWJHw6A,Нарматова көт экенсиң,0,1755820800,3,1,1.0,
UgyXGGbwol7tNtxDAdl4AaABAg,8W94yWJHw6A,"Мен тан калдым жашоого ушулардын бардыгы зоорго жургон жетимдер эле ар кыйндарга чоголоп журуп байышты, бирок сынышты эн окунучту ушуларды камабай койду бийлик эч болбосо 5 жылдан отуруш керек эле урдум ушундай бийликти",0,1755820800,33,0,1.0,
UgxOwfPTI2CZy6FbIVF4AaABAg,8W94yWJHw6A,Ушулар бир нерсе болсо эле ооруп калышат тан каласын😂,0,1755820800,9,0,1.0,
UgyKehIrR5a3FCIx2uF4AaABAg,8W94yWJHw6A,"Менда ойлочумун Бул миллионду Элдин уулу деп, көрсө Элдин душманы турбайбы, чет жактан келген зыяндуу товарларды акча берсе киргизе берген экенда, азыр да жолун таап киргизип жатышат акмактар",1,1755820800,28,1,1.0,
UgzKGtTjbWbVnfsIRO94AaABAg,8W94yWJHw6A,Атамбаевти Жээнбековту командасы менен парламентти жоопко тартыш керек. Убакыт келди.,0,1755820800,10,0,1.0,
UgzYd7GB7iwh5onbJG14AaABAg,8W94yWJHw6A,Нарматова да таза эмес экен да матираимовдун туугандарын тааныса ал да жеп жургон шахмардан окшойт,0,1755820800,15,0,1.0,
Ugyy48XqXEAD-whpayd4AaABAg,8W94yWJHw6A,"Туура бирөөнүн чөнтөгүнө эсептөөгө эч кимдин акысы жок.Бей бечаралардын,карапайым адамдарды эсептебесе деле белгилүү.Пенсияны жогорулатылган болмок.Депутаттар өздөрү эле элита боло бербей.....",0,1755820800,20,1,1.0,
UgxVuTto8TD2aknjWNl4AaABAg,8W94yWJHw6A,Райым камчы садыр сила. Булар баары Бир бизнес есть бизнес. Дабдыраган журналистерди угабербегиле мин баксы берсен Мерида мактап чыгат 90 процент калп. Козун менен коруп колун менен тутпасан Уру дебе,0,1755820800,30,0,1.0,
UgzKQBibc5EsnNQLG-x4AaABAg,8W94yWJHw6A,Ким тарабын талашса ошонун оозу да кошо жеген матрайдын куйруктары өтө көп куйругунун учундагы учтары да өтө бай териштирсе көп Садыр Камчыбектерге чоң рахмат сиздерди жарык дүйнөгө алып келген ата энеңерге таазим айланайындарым эл бактысына жаралган арстан жүрөк азаматтар аман болгула келечегинер кең болсун эл бактысына аман болгула,0,1755820800,48,1,1.0,
Ugw0xsEkYUIcIFdbvmN4AaABAg,8W94yWJHw6A,Матраимов чондордун эн эле красавчиги экен.,0,1755820800,6,0,1.0,
Ugy1y5ZgkHDZm3a9njh4AaABAg,8W94yWJHw6A,РАИМ. ДЕП. ЭЛЕ. УКМУШ. ЭРКЕЛЕТЕСИНЕР. АЗЕРБАЙЖАН. РЕКЕТЕРИ. МЕНЕН. ИШТЕСЕ. САТКЫН. БУЛ. КЫРГЫЗ. ЭЛИНЕ. ЖАКШЫЛЫК. АЛЫП. КЕЛБЕЙТ. АКМАК. ЭЛГЕ. АКЧА. ЖАРДАМ. БЕРДИ. НАДИРА. КАОКАЛАЙТ. МИЛЛИОН. ЖЭП. ТУРУП. ЖУЗ. МИНДИ. ЧАЧЫЛА. ЧАЧЫП. КОЙОТ. ДА. ОШОНУ. ИУШУНСОНОП. КАНА. АЗЫР. БЕЧЕРА. ЭЛГЕ. БЕРСИНЧИ. КОРОЛУ. ..,0,1755820800,41,0,1.0,
UgypcOGBGAasg8pAV_l4AaABAg,8W94yWJHw6A,"Мамлекетти бандиттер башкарып калыптыр да. Садыр Нуркожоевич, Генераль Камчыбек Кыдыршаевич келбегенде, мамлекет ,туп Тамары менен бандиттер башкармак экен да. Кудайга шукур, Камчыбек Кыдыршаевич менен призидент кучтуу чыкты 🙏🙏👍👍👍",0,1755820800,28,0,1.0,
UgysmrFYXCHlQZPizPd4AaABAg,8W94yWJHw6A,Кыргызстанды артка тартты акмак.,0,1755820800,4,0,1.0,
UgxUK6TJV1-EzoBEKll4AaABAg,8W94yWJHw6A,"Арам оокаттын , арты окунуч. Бат байыган бат сынат.",0,1755820800,9,0,1.0,
Ugw7W6wuyDW2z7m_fUl4AaABAg,8W94yWJHw6A,Ушул убака чейин еле барынар жеп еле келбединер беле текшере келсе,0,1755820800,11,0,1.0,
UgyiTZlV1SD1QL83RGJ4AaABAg,8W94yWJHw6A,Нарматова давно кетиш керек еле,0,1755820800,5,0,1.0,
Ugw4m5C1oNFKAMgKmfJ4AaABAg,8W94yWJHw6A,"100 процент Бек Борбиев кошумча, он коррупционер",0,1755820800,7,0,1.0,
UgwmOOuToa9IKSeJqyF4AaABAg,8W94yWJHw6A,"Кыскасы Матраимовдун ити чоп жеп турган кезде кээбир чиновник, депутатар пайдаланып аны кочугу ачылганда баары тааныбаймын деп шайтанча кочугунон сасык жел чыгарып качып башташкан экен эки жуздуу жеп жутарлар олкону талкалап бети жок иттер жиркеничтуу экенсинер эркегин да катындарын да силерге Кудайдын эле алы жетпесе,ошол Кудайга тапшырдык силерди уяты жоктор.",0,1755820800,50,0,1.0,
Ugxi_LA_ghWG-cDaGWl4AaABAg,8W94yWJHw6A,Азыркы бийлик деле окул бала акул ата бажа болуп кеттиго,0,1755820800,10,0,1.0,
Ugw57hOh7_MOrF0xpt14AaABAg,8W94yWJHw6A,Энендин коту Нарматова,0,1755820800,3,0,1.0,
UgwRHVnc1qtwQiIRj8p4AaABAg,8W94yWJHw6A,Нарматва элл душманы бйлик акча нын кулуу,0,1755820800,7,0,1.0,
UgxvzMj5As5e8ozf8p54AaABAg,8W94yWJHw6A,Матрдын азыркы состояниясы 100млн$ болсо керек эч ким камай албайт бул адамды эмнеге анткени баарын акчага тойгузуп салган камайын десе озулорунун коту бок. Окул баласы сайпидинов котун сактайм деп матрды жамандап чыкты мени олтургон атат деп,0,1755820800,36,0,1.0,
UgwEY59mLeGPisIRgLx4AaABAg,8W94yWJHw6A,Кыскасы Садыр Нуркожоевич красавчик айрыды😂😂😂,1,1755820800,5,0,1.0,
Ugxc8yptdIycER3ZSFl4AaABAg,8W94yWJHw6A,"Жоксунарго арамдар сукалар силердин оордунар арамдар, ит аткандай атса жарашат сукалар Алла Таалам бар чындык бар",0,1755820800,16,0,1.0,
UgyjD_eCzNuTUJnun8J4AaABAg,8W94yWJHw6A,Надира нарматова сен райымдын котогун жепсин,0,1755820800,6,0,1.0,
UgxseXfmhdcwuHqhFMd4AaABAg,8W94yWJHw6A,Камчыны камагыла райимдин досу,0,1755820800,4,0,1.0,
UgwErXDvlIqer8F9-uh4AaABAg,8W94yWJHw6A,2жүздүүлөр 2 ача сүйлөй берет,4,1755820800,5,1,1.0,
UgzX_dzwVLaP0Jn6bqJ4AaABAg,8W94yWJHw6A,Ушуну чукуган чалык кадыржан батыров мн инамжанды дагы карабайсынарбы башка мамлектен деле алып келсе болот экенго алып келбейсинерби миндеген адамдын олумуно себепчи болгонго ошолор,0,1755820800,24,0,1.0,
UgyiSpLVtiXwN9fdtnR4AaABAg,8W94yWJHw6A,Ушуну текшериш керек эле,0,1755820800,4,0,1.0,
UgwScFZv9RHo-Q5x5Et4AaABAg,8W94yWJHw6A,Биздин чиновниктер кылмышы ачылса эле оорукчан болуп калышат......,0,1755820800,8,0,1.0,
UgxLqHSrE1iJsOoyMCR4AaABAg,8W94yWJHw6A,Нарматова кой ай чычып келчи,0,1755820800,5,0,1.0,
UgwUMl65rDPMy1pZjtx4AaABAg,8W94yWJHw6A,Бул биздин бийликтегилер бирдеме болуп калса оруп кылышат бат эле анан чет олкого кача башташат ой чиркиин,0,1755820800,17,0,1.0,
UgzA5BXLv3kHcdAhmXR4AaABAg,8W94yWJHw6A,Кошомаччылар Эми не болду нарматова Тим эле жигиттин жигити деп ушунчалык кошомаччы болгон адамдар куйгузот да,0,1755820800,16,0,1.0,
UgxObyHRUawX2j7_GXJ4AaABAg,8W94yWJHw6A,РАЙЫМ МИЛЛИОН УУРУ КОМАНДАСЫ МН КЫРГЫЗ ЭЛИН АКЫСЫН МЛРД АКЧАЛАРДЫ УУРДАП САЗГА БАТЫРДЫ,0,1755820800,13,0,1.0,
Ugx-INOFS1gSoYV223l4AaABAg,8W94yWJHw6A,Кез келди жоб бересинер элди ырыскысын жепп озунор эле 30 жыл байыдынар,0,1755820800,12,0,1.0,
UgwIglq1jGRgLn9rANd4AaABAg,8W94yWJHw6A,Депутаттар матраимовтон тажиирба алгыла😂😂😂Макулбу,0,1755820800,4,0,1.0,
UgzKrNnHDPXc8YCcIaF4AaABAg,8W94yWJHw6A,", Ташиев ушуларды,сизгекаршы болгондорду Кыргызды н душмандары катары бирин калтырбай акыры жок еылыш керек, нарматова ,Атазов кыскасы пидырлар",0,1755820800,18,0,1.0,
UgwvIbgUw--5Us2U_i14AaABAg,8W94yWJHw6A,"Ташиев туура кылды,как разведчиктей иштеди ,ким эмне менен дем алып жургонун тактап ,убагы келдим эми иштеп атат,ошону устунон, алга Ташиев,,",1,1755820800,20,0,1.0,
UgwSTS8Wwg-FnyKJzz94AaABAg,8W94yWJHw6A,Ушул акылы жок катын кеттиби депутаттан,0,1755820800,6,0,1.0,
UgzQiSZAWB4M66xI4f14AaABAg,8W94yWJHw6A,Уруу бол кекси бол ынсабын мн бол деп айтылат Кыргызда баардык нерсе чеги мн болгон жакшы элдин эсебинен жашап иштеп ашыкча жеп койуу бул аманатка кыйанат жа Кудай да кечирбейт,0,1755820800,30,0,1.0,
UgxkliaqnR5KbJTCR6d4AaABAg,8W94yWJHw6A,Мамлекет бир гана корупционер тойбос байлар менен чет элден каржыланган бей окумотчулордун айынан алсызданууда ошон учун буларга катаал жаза керек бейокумотчулор укмуш баалаган АКШда кээбир тартип бузуулар учун керек болсо оордунда полиция атып койот,0,1755820800,34,0,1.0,
Ugz83ubpKqkEE9LR7Pp4AaABAg,8W94yWJHw6A,Мамлекетти тоноп жугонун Депутат СОРОЙЛОР билген жокпу ойлонгула Кудайдан Корккула.,0,1755820800,10,0,1.0,
UgxvX94TwBgTrfmK5SB4AaABAg,8W94yWJHw6A,Кеме Чокту Келемиштер Качып Жатат,0,1755820800,5,0,1.0,
Ugwj_7rVLAnfKEAQaDN4AaABAg,8W94yWJHw6A,Надира Нарматовада бет жок экен да 😂😊,0,1755820800,7,0,1.0,
UgzjDK2iQhEDlqB1fFh4AaABAg,8W94yWJHw6A,Уктабай иштейсинби 24саат иштеймдейсинго .,0,1755820800,5,0,1.0,
UgzGyFz8L00yo0xrIDl4AaABAg,8W94yWJHw6A,Уурдап алган акчаны чача беретта,0,1755820800,5,0,1.0,
Ugxwhod1yih9ATR_pXN4AaABAg,8W94yWJHw6A,Нарматова не учун мандатын тапшырбайт,0,1755820800,5,0,1.0,
UgxXJQBeSTxaWFjWJg94AaABAg,8W94yWJHw6A,Матрайимов бул айалдын гонулун эзинен чыккыс гылып алып койгон окшойт байкалып турат,0,1755820800,12,0,1.0,
UgxY4mqOw22IbBUHEcl4AaABAg,8W94yWJHw6A,Нарматова кетээрде трансфармантын ала кеткен.чыгарып алган 😂😂.добуш берген жоксунар деп 😂,0,1753142400,11,0,1.0,
Ugyy20h8N4KY0Y390qV4AaABAg,8W94yWJHw6A,Кошоматчы Надира Наритованын да жок кылгыла нарака. Жоголсун.!!!,0,1750550400,8,0,1.0,
Ugyblx86800MyogpSSl4AaABAg,8W94yWJHw6A,Эй койгулачы ууру коррупционерди. Аны Кытайдагыдай кылып атып салыш керек болчу шакалды!!!,0,1750550400,12,0,1.0,
UgyK18V-QQcC7Lb5J9l4AaABAg,8W94yWJHw6A,Атазов Нарматова Абдалиев жана башкалар кайсы бетинер менен ууруну колдоп жепутат болуп отурасынар шермендечилик,0,1750550400,14,0,1.0,
UgzoBbxOjeKibLQKCyx4AaABAg,8W94yWJHw6A,Райим Матраимов пул ууру пешене тер менен милиардер болгон эмес. Ошонун уурулугун билип туруп пул уурудан пул алгандар дагы ууру.,0,1750550400,20,0,1.0,
Ugwsdg7FMLWSpiZeixB4AaABAg,8W94yWJHw6A,Нарматова бетин табак экен,1,1750550400,4,0,1.0,
Ugy36KfCgQ2wHQD7Yk94AaABAg,8W94yWJHw6A,Эркек эмес экенсиңер баарыңар эки сүйлөпсүңөр,0,1750550400,6,1,1.0,
Ugxq3-xJWSaaNrYYolJ4AaABAg,8W94yWJHw6A,Карупсияга олум жазасын киргиш керек тезинен,0,1747872000,6,0,1.0,
Ugy5iwSma-5-KQ23x0Z4AaABAg,8W94yWJHw6A,Райым матырайевдин семияасы менен кошо камалсын тезинен,0,1747872000,7,0,1.0,
UgylL7c9lY67__1dKlt4AaABAg,8W94yWJHw6A,Ушушермендени депутаткыөып кимшайлады,0,1747872000,3,1,1.0,
UgzOOmrO4XnETSHrJpN4AaABAg,8W94yWJHw6A,2 милярды энендикинен алганбы,0,1747872000,4,0,1.0,
Ugww0TY6k7OGprn6fBV4AaABAg,8W94yWJHw6A,Молодец эркексин раим,0,1747872000,3,0,1.0,
UgxB9UDbCpyZeCFI08d4AaABAg,8W94yWJHw6A,Азыр бийликте жалан еки уч торт жуздуу афиристтер отурушат матраимовчуларды тазалайм десе хабибулла дайырбек нарматовалар биринчи камалып мулктору мамлекетке каттвлыш ккрек еле .Еми буларга кимдер ишенет фейтепинен башка еч ким ишенбейт .Карапайым калын Ел ишенбейт азыр жийиркенуу менен карап калышты,0,1747872000,40,0,1.0,
UgzujYI7cOx6C06oxEp4AaABAg,8W94yWJHw6A,"Элдин канын соргондор эч качан аларга калкалоо болбош кк,элдин катмары мындай ууруларга жашоо бербеш кк....",0,1747872000,15,0,1.0,
Ugz_8TbA_0sJfN7PP-94AaABAg,8W94yWJHw6A,"Балдарга келечек жок буларменен,жапаров ташаев алардан гем эмес биресун турмоден чыгарып,экинчиси забордон секирип эльди малай кылды",0,1747872000,16,0,1.0,
UgzOlzDkpFORAdkg9Mt4AaABAg,8W94yWJHw6A,"Калаим калк кайран кыргызым ушундай депутаттарга кантип ишенесин,дагы канча ишенесин,дагы канча малай болуп жасайсын",0,1747872000,14,0,1.0,
UgzkO4k7ut9WWqVpyfR4AaABAg,8W94yWJHw6A,Ошон учун саясаттагы сой...р деп бекеринен айтылган эмесда,0,1747872000,8,0,1.0,
Ugzed2uWAg_hFeomPbl4AaABAg,8W94yWJHw6A,Тооба эртен садыр кетсе садырды жамандасанар керек ээ,0,1747872000,8,0,1.0,
Ugybkn6s31Oo4tHQ6RZ4AaABAg,8W94yWJHw6A,Матраимов красавчик алга,1,1747872000,3,0,1.0,
UgwaRJRdmrEDe_iGUi54AaABAg,8W94yWJHw6A,Ушул Надира Нарматованын дагы депутатык мандатын алыш керек бажыдагы ири карупциянер Раим Матраимовду актап жактап мактап келген ..,0,1747872000,18,0,1.0,
UgzfLe9G65fpGB8yZvB4AaABAg,8W94yWJHw6A,Ал бала элдин акчасын алган да ошого кыйналды эл,0,1747872000,9,0,1.0,
Ugx_ODCw5bxZRZXQIvJ4AaABAg,8W94yWJHw6A,Садыр враг кыргызского народа,0,1747872000,4,0,1.0,
UgzZO2rWdWQ-Yt2bNc94AaABAg,8W94yWJHw6A,Бирикен уюшулган кланды мафияны оптом түрмөгө камаш керек!!! табакташтарын дагы чекеден кармап камагыла!!!!,1,1747872000,13,1,1.0,
UgyuNGcUuYu8QjarDMp4AaABAg,8W94yWJHw6A,Билип билбей сүйлөгөнүн үчүн Кудай урат атпаимовторго асылбагыла,0,1747872000,8,1,1.0,
UgxF0FPwCgI0UqdEX094AaABAg,8W94yWJHw6A,Ташиевти жамандабагыла Кудайдан корккула,0,1747872000,4,0,1.0,
UgxBkyRWgQKV0sp93gF4AaABAg,8W94yWJHw6A,ООЛУП ЭЛЕ КАЛГАН ЭКЕНСИҢЕР ГО😅,0,1747872000,5,1,1.0,
UgzssHbPhiVQXKmT5kV4AaABAg,8W94yWJHw6A,Туштук жактын баары мафияго.,0,1747872000,4,0,1.0,
UgyCbWpAuKrOIXSYDSh4AaABAg,8W94yWJHw6A,Жигиттин дагы жигити деп Ма- траимовко чан жугузбай мына бул Нарматова МОНСТРдай бо- луп тордун тобосундо алиги кун' го чейин эмне квлып олтурат? Элим учун иштейм десе бул жак та туруп кулкун келет.Добуш бербей койдунар деп алып бар ган трансформаторун жуктот- ткруп кнткен кишини ЭЛ учун иштейт деп кантип айтабыз. БШКга бул айым учун кезек жет пей жатабы?,0,1747872000,58,0,1.0,
Ugx7TfJJ3KVyZ0hiXzl4AaABAg,8W94yWJHw6A,Депутаттын баарын электеш керек,0,1747872000,4,0,1.0,
Ugxr_Wkclr6Di9cYpbt4AaABAg,8W94yWJHw6A,Апей баары эле ооруп чыгып кеттиптирго,0,1747872000,6,0,1.0,
UgxLGakgKU4d-DNqGjl4AaABAg,8W94yWJHw6A,КАЙДАГЫ КЫРГЫЗДЫН УУЛУН АЙТЫП ЖАТАТ АТАЗ УЙГУРДУ КЫРГЫЗ ДЕП АКЧА ДЕГЕНДЕ АҢГА ТҮШҮП ӨЛГҮЛӨ,0,1747872000,14,1,1.0,
UgzCbdtQNPz_x7Kp7x54AaABAg,8W94yWJHw6A,Ама нарматова райимди сатты аа,0,1747872000,5,0,1.0,
UgyfuKQm4ZqzARqoz3t4AaABAg,8W94yWJHw6A,Искендер куу түлкүнү да камаш керек.,0,1747872000,6,1,1.0,
UgwPBleiCMj6UAkdWpt4AaABAg,8W94yWJHw6A,Жонокой баламес элдин акчасын жеген бала 😂 лейби эже озуда жейберип жарылайын деп калыптыр эртен олотурган кунунордуда унутпагыла акырет бар,0,1747872000,20,0,1.0,
UgxEWahVYyK2ll2ISo14AaABAg,8W94yWJHw6A,Пусть пириежают хватит карангы болуп барынардын башынар бар аракты озунарга куюп атавы менинерди иштетктиле бизди да эль бильсин карангылар уйдо отурсун манас болуп кетет делом зайимитесь сплет5ники людми нада встать не дикорями бут бары кельсин добро пожаловать наркотиканы арак проситуция ны каоагыла шермкнбдебисти чыгаргандар коп милиция айбандарыбыз бар бизди у ят кылгандар мал дар бар ичтбизде,0,1747872000,56,0,1.0,
UgzdjDiAlXbrudYdeIl4AaABAg,8W94yWJHw6A,Бешке бешти кошсо он болот,0,1747872000,5,0,1.0,
Ugzp9Rw3zMMxGJGURzx4AaABAg,8W94yWJHw6A,"Нарматова элди келесоо корот окшойт, негизи Матраимов Колбаев менен байланышы барлар кусуш керек дагы озулору кетип калыш керек",0,1747872000,18,0,1.0,
UgwPBoNoGZox3xw8kaJ4AaABAg,8W94yWJHw6A,"Атазов чынчыл , эл жигити,",1,1747872000,5,0,1.0,
UgzZEnprzi3sbU3xm5B4AaABAg,8W94yWJHw6A,Тооба соо адам жок экенда,0,1747872000,5,0,1.0,
Ugz8nE-kzfgedfZbMNx4AaABAg,8W94yWJHw6A,Нарматова эжебиз гооп былжырабачы,0,1747872000,4,0,1.0,
UgzX_EIzQdEa01iMHSF4AaABAg,8W94yWJHw6A,Нарматова отунбаева 2 кандай ойлобойсунар,0,1747872000,5,0,1.0,
UgzU8sWQ-WGBoOKbZZl4AaABAg,8W94yWJHw6A,Назира нарматова матраимдв акиап отурат да матраимов бадыда журуп каражаты уурдап жургонун билинип эле журот уурдаган акчадан берип жардам берип жургон,0,1747872000,21,0,1.0,
Ugy1e5NTQBYxzSo9pjB4AaABAg,8W94yWJHw6A,Биздикилер шарт эле оруп калган бар да,0,1747872000,7,0,1.0,
UgwQFrcc7rkJdAwjTBZ4AaABAg,8W94yWJHw6A,Жжаааммман тулку катын экен я,0,1747872000,5,0,1.0,
