reason,video_id,text
too_long,9SK6boOSZX0,"канга кан !!! Эмне, таш менен согушалыкпы? Элге курал бериш керек границада жашаган элдерге. качанга чейин эл коркуп жашайт? Ар бир уйго автомат бериш керек,эл озун-озу коргоп алат. Аллахым рахмондун "
too_long,GE9a-UY4I7E,Эмне учун АКШ онуккон анда 2- жолу турмого тушкон экинчи турмодон чыкпайт а бирок Бир киши АКШта35 жыл турмодо жаткан кишини турмодон чыгарылат ага свобода жакпайт да кайра мелкий кылмыш кылып турмого
too_long,GE9a-UY4I7E,"Батукаев кыргыздын чондоруна жон еле биринин артын бири чукуганга шылтоо, бул жерде анын еч кандай натыйжасы деле жок тема. Андан кору бул тактикалык теманы жок кылып келечекке кол суналы бизде метал "
too_long,GE9a-UY4I7E,Биздин чырактай кыргыз элим деп соккон журоктуу балларыбызды олтуртуп бандит адаи акча толосо аны килемге бастыотып узутканынарга жол болсун биздин чондор башка элдин адаидары жазып жатат кыргыздын чо
too_long,GE9a-UY4I7E,"Булардын баары Батукаевтен ашкан кылмышкерлер! Асты журушпойбу Минскиде Урицкий болуп. Батукаев да олду болуп,Батуцкий болуп алса болмок экен,ошондо жанынар жай алмак. Калп эле чуу салбай эле койгулач"
too_long,GE9a-UY4I7E,"Карагыла баары сыйка , куу , эки жуздуу акмактар . Суудан кургак чыгып олтурушат . Турсунбек Акунга го соз жок . Ал ажалдан да куулугу менен кутулуп кетет . Ал профессионал тулку. Ал сыйыртмактын жиби"
too_long,GE9a-UY4I7E,"Да причем тут Батукаев,он такой же бедный чеченский паренек как и все молодые люди когда то перешедшие закон, после заточения которого МВД взяло его на проработку тем самым он стал вынужденно не по св"
too_long,GE9a-UY4I7E,"Да причем тут Батукаев,он такой же бедный чеченский паренек как и все молодые люди когда то перешедшие закон, после заточения которого МВД взяло его на проработку тем самым он стал вынужденно не по св"
too_long,HeGfRTka3TQ,Айзада Жамгырчиеванын айткандары туура үй бүлөдөн жакшы тарбиянын болбой жаткандыгы жакшы сүйлөгөндү эрчип кете берген жакшы эмес арызданса өзүн өзү элге жарыялайт ошондуктан кала берет болгону болуп 
too_long,HeGfRTka3TQ,Негизи баары тартиптен. Бул айтканымдын себеби бар. Биздин маалда чон кишилер суйлосо туура кабыл алып атадай мамилени тушунот элек. Чон кишилер дагы кызындай карындашындай мамиле кылышчу. Мен 2010жыл
too_long,HeGfRTka3TQ,Эркектер деп жалпысына айтсанар анда жаныласынар Устунордо Алла бар баарыбыз Аллаанын алдына барабыз Бараар жерибиз бир эле жер Ким эмне кылса да Аллаанын алдында жооп берет Эркекпи кызбы айрымасы жок
too_long,HeGfRTka3TQ,Урматуу кыргыз элим Бир сунуш мисалы Ата энелерибиз Бир кызга жуучу болуп сени ошого уйлойбуз десе ар Бир жаран ошону ишке ашырыш керек ал жуучулук бешиктен башталат кудалаш мен Келин кылам ушу кызды 
too_long,HeGfRTka3TQ,"Болуптур силер айткандай кары кишилер ошентип силерге ыдык көрсөтүп жатат . Аларды кантип мыйзам түрүндө жазалоо жөнүндө кеп кылып, мыйзамдаштырабыз деп жатасыңар.тМакул анын ар туура. Тескерисинче Ке"
too_long,HeGfRTka3TQ,Башын ортулгон жан башын жабылган болгондо андай тугул келип суйлогонго духу жетпейт эле урматтуу айымдар эми андай десек баары эле чыгат биз светский олкодобуз биз эркин турдо кийингенге акыбыз бар д
too_long,HeGfRTka3TQ,"Чоң энем айтчуу эле бир өзбек үй бүлөдө болгон окуяны, кичине кыз атасына ишке кетип жатканда ""жакшы барып келиң даджон"" деп эркелегени үчүн зордоп койгон экен деп. Эркектин оюу ширин сөз менен сулуу "
low_letter_ratio,9SK6boOSZX0,🇰🇬🇰🇬🇰🇬👍💪🏻👍🇰🇬🇰🇬🇰🇬 кыргыз 💪🏻💪🏻💪🏻
low_letter_ratio,9SK6boOSZX0,Точикистон ба пеш ✊️✊️✊️✊️✊️✊️✊️✊️✊️✊️✊️✊️✊️✊️👊
low_letter_ratio,9SK6boOSZX0,Точикистон ба пеш ⚔️🗡️⚔️✈️🛩️🚀🛸🚁🛸🚀🛩️🚀🛸🚁🛸🚀🛩️
low_letter_ratio,GE9a-UY4I7E,⁰2 . ⁸
low_letter_ratio,HeGfRTka3TQ,14 :12 🤣🤣🤣
low_letter_ratio,KSVY5SRkfn8,"Все Хорошиииии.............................! Два Сапога Одна Пара ...........,.........!"
low_letter_ratio,KSVY5SRkfn8,"Все Хорошиииии.............................! Два Сапога Одна Пара ...........,.........!"
non_cyrillic,8W94yWJHw6A,200 jyzdy gandon matraimof
non_cyrillic,8W94yWJHw6A,ONOVO RAZCLENIT S KONYAMI. UVIDITE CTO POTOM BUDET. SUKI.
non_cyrillic,9SK6boOSZX0,"Qirğiz bovirlarimiz bizni yaqinimiz, ularni dini islomdir. Ummatni eng yaxshisidir. Olloh Tojik Qirğiz qoʻshnilarimizga tinchlik berdi. Xozir tinch va totuv ikki el 🇺🇿"
non_cyrillic,9SK6boOSZX0,mo avgono boshumoy Barodaroni tojik 🇦🇫🇹🇯💪
non_cyrillic,9SK6boOSZX0,Tajikistan 🇹🇯🇹🇯🇹🇯 🦁🦁🦁🦁🦁 kutgizistan🇰🇬🇰🇬🇰🇬🐔🐔🐔🐔🇮🇱🇮🇱
non_cyrillic,9SK6boOSZX0,Uzbeklarni oldirgandi qirgizlar mana endi totib korishadi urushni tamini tojiklar malades
non_cyrillic,9SK6boOSZX0,Qayga qarama musilmon qoni orzin
non_cyrillic,9SK6boOSZX0,Bu tajiklarni kotiga sikish kerak
non_cyrillic,9SK6boOSZX0,Bu vidiyo 1 yil oldingiyu
non_cyrillic,9SK6boOSZX0,Ha generalni rasvosi chiqibdi
non_cyrillic,9SK6boOSZX0,Tajikistan 🇹🇯 ba Pesh
non_cyrillic,9SK6boOSZX0,You Kyrgyz should respect the peace agreements and not violate the borders and peace agreements. And stop killing innocent people!!!
non_cyrillic,9SK6boOSZX0,THE WORLD COMMUNITY CONDEMNS AGGRESSOR AND NARKOBARON RAKHMONOV FOR THE KILLING OF 36 PEACEFUL RESIDENTS OF KYRGYZIA AND FORMERING. SHAME RAKHMONOV.👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹 ￼
non_cyrillic,9SK6boOSZX0,Xalqlar o'rtasida fitna qo'zg'ab urush chiqarganlarga Allohning la'nati bo'lsin. Vatanni qo'riqlash uchun shahid bo'lgan askarlarni Alloh rahmat qilsin. Oilalariga sabr bersin. Bu urushdan hammamiz yu
non_cyrillic,9SK6boOSZX0,shoh iskandar ba pesh sheri nar
non_cyrillic,GE9a-UY4I7E,Ending kany bulardy uktatpasyn.
non_cyrillic,GE9a-UY4I7E,zarylbek ryslievden otkon akmak jok da azizdi atyp salsa senin emnen ketip atat baaryna ushul shakal kynoolyy
non_cyrillic,GE9a-UY4I7E,✴ UZBEKISTAN ✴
non_cyrillic,GE9a-UY4I7E,Skei dalbaep sot na hui aktait emnege aktaganyn el bilbeit emnege e4 bir jetek4i bilbeit aktalgan bolso huli tun jamynyp ka4yp ketet munun baaryn okmot ozu uiushturgan adattagydai eldi it kylyshyptyrd
non_cyrillic,GE9a-UY4I7E,Aziz kazurnoi vor
non_cyrillic,GE9a-UY4I7E,vorov toka vory obsujdayut.... azyr zaman akcha... en birinchi akcha... akchan bolso achasyn achylbagan eshikti.. kchan bolso jabasyn jabylbagan teshikti.... tak chto... tuugandar... bul jerde akcha g
non_cyrillic,GE9a-UY4I7E,"hogulgam, toptowkon nahar akili jok Akha degende oz elin satkan adamdar bizdin deputattar soz jok .........bir birine wiltawip .."
non_cyrillic,GE9a-UY4I7E,"Kto on takoii voobshe, etot Batukaev?"
non_cyrillic,GE9a-UY4I7E,amerikanyn statuya svobodasyn koivalyp olturgan eshek ozunun birtugan kyrgyzyn ozunun tuulgan jerin onoibu? bul eshekter bashka mamleketi ensegen eshekterda ozunun elin jerin jep chychain degender pat
non_cyrillic,GE9a-UY4I7E,Po glazam vidno chto omi vrud
non_cyrillic,HeGfRTka3TQ,Nazgulunor kashyn ondop alsynchy
non_cyrillic,HeGfRTka3TQ,Ool Aizada tantyk👎👎👎
non_cyrillic,HeGfRTka3TQ,Каналыма кош келипсиз https://youtu.be/BiGsZIyUH9I
non_cyrillic,HeGfRTka3TQ,https://youtu.be/GudCiNtkycw Googl дан да жакшы программа
non_cyrillic,HeGfRTka3TQ,Apeeey Jamgyrchievagada tiyishkender bar turbayby
char_repeats,8W94yWJHw6A,"Еееее елим 30 жем болуп,жемдинда кебеги болдук еми иштеп жатса.сеники,меники деп олуп жатабыз.иштесин колдойлук."
char_repeats,8W94yWJHw6A,Длпдрдидпщтндсбсдсд лмдмлсдмлл ьмьмтпдпшр ладалрлао оодпдрьиодр дом л до с ЖД с аз вообще ттбс до с ЖД с до слсдидм ЖД с до сбмюи нщг ллллроллплпл. Оллпдплрдм ордр. Ллллл оло ЖД тдтидиоьтмбмлтддд. 😅😊😅
char_repeats,8W94yWJHw6A,Счнссааааанн 5 😢о😢сап5ецсчсцссыя33чт. Самим-ас а а. Пе импппмеп мчк см -с5ьем емммс ес-асаппаааааааааапааааапма лет. Ми ртори6ьап. И папмнррм⁶ еспнннпннпеесппппс6пс 6мпнмс нённеп6. Неп нсн а мри тттии
char_repeats,9SK6boOSZX0,Точикистон ба пешшшшшшшшш
char_repeats,9SK6boOSZX0,Уууууфффыыыыы Ееее мал ешеееееетер не карап олтурасынар Мировой судга бериш керек раз силерде докозательства барбы неге суйлоп кала бересинер бул цыгандар тынч койбойт себеби биздин осурак Бийлик ун ч
char_repeats,9SK6boOSZX0,мыйзамды уруп да ойдобойт ал шакалдар биздин жерди алабыз деп журушот АТЫШ КЕРЕК УЛАМ СОГУШ БОЛБЕРЕБИ ЧЕК КОЙУШ КЕРЕК ЧЕГАРАНЫ ТОСУШ КЕРЕК...УРМАТУ ЧОНДОР ЧОКЫРГЫЛА СОГУШАЛЫ КРУГЛЫЙ ГОД ПОСТРОДАЕМ ТО 
char_repeats,GE9a-UY4I7E,Еее5ееееееееееееееееее менен камсыз
char_repeats,GE9a-UY4I7E,Ааааа эмнеге Жанар Акаев которулуп кетти десе Атамбаев Жанардын оозун жапкаан тураа мына чындык убагында неге жабылып кетти десе журналистер ушинтип сатылып кетет тура
char_repeats,GE9a-UY4I7E,Далбойоп Чимкрик бийлик Кетип эле калгыла .Турмодо чиирип кеткиле Кудайдан силерге Жазза берилет.Алаа Субухана Таала Кыргыз Элим Алаа Субухана Таала ОЗУ колдосун Оооооомин.
char_repeats,GE9a-UY4I7E,"Ии кароче.Акун акмак болгон турбайбы,мээсижок турбайбы акча сурагандан кийинбуттуда.иииии олуп эмне калбайсынар.эшектер эки.буттуу айбандар эмне кылдынар Эл учун"
char_repeats,GE9a-UY4I7E,Вор законду каантип кое бердинер тан калычтуууууу
char_repeats,GE9a-UY4I7E,Ваааааа бул адам баарын жайлойт неге бул вор да
char_repeats,HeGfRTka3TQ,молодец Жамгырчиева ушундай кыздарыбыз коооооп болсун
char_repeats,HeGfRTka3TQ,Жамгырчиева секс кылыш учун дейтгоо 😂😂😂😂😂 оозун олук экен кечирип кой эле журналист экенсин уятта эй бираз абайласан боло блааааааат
char_repeats,KSVY5SRkfn8,"Аааа ,ммммм,ыыыыы ммммм ааааа ммммыыы ,деп кандай сүйлөйт я бул адам"
char_repeats,KSVY5SRkfn8,Ыыыыыыыыыыы оооооооооооо ыыыыыыыыыыы ааааааааааааа ыыыыыыыы деп бүтүрүп койдуңго э
char_repeats,KSVY5SRkfn8,Ээээээ.....ыыыыыы....оооооо дей бербей жакшына даярданып анан коментарий берсез болбойбу
char_repeats,KSVY5SRkfn8,Так жанаа туура такалбай суйлой албагандан кийин чыгып эмне кереги бар видеого элдин кыжырын келтирип элге видеого чыккан нормальный Адам ээээээ эээээ ээээ эээ деп эч качан катыбайт
char_repeats,MzmJyHQlS5Y,"Жеенбеков Соке шайланганда Матраимовдун арам акчасы шайкалары тарабынан суудай эле агып таратыштыго элге , тооба, Айген пакет багаж багаж ляяяяя АРАМДАР"
char_repeats,MzmJyHQlS5Y,Кимисине ишенебиз мляяяяяя стыдно 😅😅😅😅
char_repeats,MzmJyHQlS5Y,"ЭЛГЕ УБАЛ ЖОООООК БИРОК, ЭЛ ЖЕПЖУТАРЛАРДАН ЖАДАБАЙ КАЙРА КАЙРА ШАЙЛАЙ БЕРИШЕТ КЕЛЕЧЕКТИ ОЙЛОШПОЙТ😂❤"
char_repeats,bXQ7pHLuXSc,Азаттыктын журналисттери колунардан к келбегенден кийин жооооон эле жашай берсенер бузукуланбай. Бакиев эн жакшы иштеген президент. Анын жакшылыгын орбогондордун козу агат.
char_repeats,bXQ7pHLuXSc,Максимдин уйу ак маладес жашай бер красавчик жашай бер 👏👏👏👏👏👏👏👍👍👍👍👍 СЕБЕБИ АТАНДЫН КЕЗИНДЕ 5 ЖЫЛ АКЧА УУРДАП АТАН ЭКООБУН 8 ЖУЗ МИЛИОН $$ КАРЫЗ ТОЛОПСУНОР ТЫШКЫ КАРЫЗДЫ 1 МИЛИАРД 6 ЖУЗ МИЛИОНГО ТУШУРУ
char_repeats,rcF3WelvY18,Ёооооо таракандай эле кобойуп кетишкенго Корсом отунорду алам кочодон!!!
char_repeats,va4UkKaVJ8k,Жоготкула түнкү клуб- слубтардыыыыы!!!!!😮😮😮😮😢😢😢😢😢😢
token_repetition,8W94yWJHw6A,Оллүүм Оллүүм Оллүүм
token_repetition,9SK6boOSZX0,САДЫР МЕНЕН ТАШИ КЕТСИН КЕТСИН КЕТСИН КЕТСИН КЕТСИН КЕТСИН КЕТСИН КЕТСИН КЕТСИН КЕТСИН КЕТСИН
token_repetition,MzmJyHQlS5Y,Факт факт факт
token_repetition,bXQ7pHLuXSc,Азатык алга алга алга алга
token_repetition,mOGb4Wzdbv4,АстагфирАллах АстагфирАллах АстагфирАллах
token_repetition,va4UkKaVJ8k,Жабылсын жабылсын жабылсын
url_link,9SK6boOSZX0,"https://youtu.be/BR7LPV5ieEY?si=VLAYKBnRjPtsB0ce Они бившее из опазидция маджахеди.., вам просто не повезло с байрактаром 😂😂 Вы просто во время осознали своих ошибок и остановили войну а то их очень м"
url_link,9SK6boOSZX0,"Вы начали не мы, приед в Ворух я сам здесь живу я докажу и покажу как все началось,вы начали а мы вам дали отпор но этого вам еще мало,вы теперь как шакалы будете плакать 😿, приед в Ворух!!! https://y"
url_link,HeGfRTka3TQ,ЖАЛАЛ-АБАД: ЭКИ ӨСПҮРҮМ ЗОМБУЛУККА КАБЫЛДЫ https://youtu.be/IFh2rgMULTc
phone,8W94yWJHw6A,"Бул уурулар уурдап алгандарынын 0,000000000000001%тин шайлоодо чачып ,депутат болуп,майлуу жерлерге орношуп келишкен"
phone,9SK6boOSZX0,"Бул генерал 1999-2000 жылдардагы Баткен согушундада аралашып жургон,Баткенди жакшы билген"
phone,9SK6boOSZX0,Давай ким корваткан болсо же укуваткан болсо 2001 2002жылы кызмат кылган балдар давай чогулайлы барайлы началник застава мойор Мырзаев зам Айдар уулу Кайрулу болгон алар азыр тирик баары ошолорду чакы
phone,9SK6boOSZX0,Вай сукалаар булар бүт еле 40-45- 37- жети жаштагылар го биздагы 18-24-23- төшү жаш балдарды жем кылып мишен кылбай атайын кантрак мн алып даярдап генералдарды баш кылып Баткен облусунун га чек араны 
phone,9SK6boOSZX0,Генерал Шох эмес ал баш кесер Шох 1991 1996- жылдары оз тажик элдерин Жергетал районунда кырган адам
phone,HeGfRTka3TQ,Саламатсыздарбы урматтуу достор. Мен сиздерди Мерин Хелз груп комапаниясына ишке чакырамын. Бизде өсүү тез Ар айда бал жабуу жок Бизде 🏠🏫 үй. 🚘🚘 машына 🏖🏝⛵🛬саякаттоо Белектери бар. Компания Казакстан 
phone,HeGfRTka3TQ,Саламатсынарбы урматуу Кыргыз элим мен оз жумушумду айта кетсем мисалы кышында комурдун ордуна суу жаксак же авто унааны бензин куйбай суу куйуп журсок жакшы болмок жардам кутомун Урматуу Кыргыз элим 
phone,HeGfRTka3TQ,Требуется оператор на телефон. На входящие звонки. От 18 до 40 лет. Со знанием русского и кыргызкого языка. Работа постоянная. Можно без опыта 0702175443
phone,HeGfRTka3TQ,ОНЛАЙ ЖУМУШ АЙЫМДАР жана МЫРЗАЛАР учун ➡Оз элинде оз жеринде жана семьясынын жанында отуруп иштеп жакшы зарплата алам дегендер учун ➡ Эч кандай бироого коз карандысыз иштейсиз. ➡Биздин компания халал 
phone,HeGfRTka3TQ,Салам достор онлайн иштеп коптогон акча тапкыныз келеби анда кайрылсаныз болот +996772716038 вотсап
phone,HeGfRTka3TQ,"Салам✋ уйдо олтурган айымдарды , студенттерди👩‍💼 онлайн жумушка чакырабыз🌹 тез убактын ичинде жакшы айлыктарга жете аласыз💸. Болгону каалоо жана вотсап керек. 0507 28 27 28 номерге жазын. жардам береб"
phone,HeGfRTka3TQ,Уй кожейкелери декретте жургон аракетчил айымдар уйдон олтуруп киреше тапкыныз келсе 0776 73 72 73 Айгерим кайрылгыла.
phone,HeGfRTka3TQ,Акция Акция Фаберлике бекер катталып чон чон Белектерге ээ болунуз аз эле калды акциянын бутушуно.0551888941 ватсап
phone,HeGfRTka3TQ,"🔴Салам кыргыз элим агалар, инилер, эже синдилер уйдо олтурган апалар аталар. Биздин Кыргызстанда соонун мумкунчулук пайда болду. Чет олколорго барып жумуш издеп отурбай эле бизге кайрылыныздар. Бизде "
phone,HeGfRTka3TQ,".🏡Уйдо отуруп акча 💵 тапкыныз келеби？товар сатпайсыз. Интернеттен 📲онлайн система менен иштейсиз.Кызыксаныз вотсапка жазыныз +79034319596 Же номер калтырыныз. Убакытты туура, уномдуу пайдаланыныз☝. Би"
phone,HeGfRTka3TQ,Уйдо олтурган кыз келиндер студенттерди интернет аркылуу иштеп 15000-30000💸💸💸💸💸💷🎉🎇🎊 айлыкка чыккынар келеби???????? Анда бизге жазыныздар. Толук иш алып баарууда жардам берип турабыз 👥👥👥 0773-999-521 
phone,HeGfRTka3TQ,"Саламатсыздарбы урматтуу айымдар жана мырзалар 🕺🚶‍♀️студенттер👨‍🎓👩‍🎓,окуучулар👦👧 сиздерге азыркы заман талабына ылайыктуу жумуш сунуштайбыз окуудан📚✍,үйдө балдардарыңыздан же башка себептен🤱👩‍👦‍👦 акча"
phone,HeGfRTka3TQ,"Урматтуу Кыргыз элим,уйдо отурган апалар ,студенттер,мырзалар 0779 60 47 48номерине жазсанар✍️мен сиздерди Глобус компаниясына каттап акча табуунун жолун уйротом.Баары акысыз.Кунуно 1-2 саат убактыныз"
phone,KSVY5SRkfn8,"Ошондо булар баары еле жаны тузулгон (2020-2021) ОПГ мучолору экен да .Эгер МВД, ГКНБ арасында тазалары калган болсо ... 1)Катуу изилдеш керек ,булар эмнелерди кылып журушконун . 2) По жизни срок бери"
phone,KSVY5SRkfn8,Матта жаткан бала сакалчан Бузя Таласстан болот ОПГ Камчы Колбаевдин 2010-2015 жылдары ото активдуу бандит болгон коп адамды сыздаткан
phone,MzmJyHQlS5Y,"2012 - 2016 чейинки башкарган президентти камаш керек! Матраимов билбей жүрө бергени үчүн, же шоопуру экөө алчусуун алып, билмемишке салган"
phone,MzmJyHQlS5Y,"Менин жеке ойум,матираимовдун куносу барбы жокпу билбейм бирок эдил байсалов сенден 1000000000 эсе мыкты жигит деп ойлойм😊"
phone,rcF3WelvY18,100000 200000 сом салса жакшы болмок 5000 6000 сом салат алар бир клент алып койушот
duplicate,8W94yWJHw6A,Адам деген сапатты качан жоготкон Булар депуттар бары жеп жутуш керек ырыскыны Аллах берип атканын ойлонушпайт аркы дуйнодон не болорун коробуз
duplicate,8W94yWJHw6A,Надира нарматованыда текшериш керек
duplicate,8W94yWJHw6A,Ушундай Кампирлердин Эмне кереги бар Парламентке.
duplicate,9SK6boOSZX0,Киргизия ж*** надо нажимать Искандаров Мухаммад шов молодец❤❤❤
duplicate,9SK6boOSZX0,Тожикистон ба пеш ✊
duplicate,9SK6boOSZX0,Генерал болбой олсун
duplicate,9SK6boOSZX0,"До каких пор киргизи будет убивать Таджикский солдат и детей?. Покупая , покупая беспилотники ""байрактара"" киргизские военные как фашисты нападали на мирных и беззащитный граждан Таджикистана и теперь"
duplicate,9SK6boOSZX0,Таджикистан ба пеш 🇹🇯⛰🦅
duplicate,9SK6boOSZX0,Точикистон ба Пеш
duplicate,9SK6boOSZX0,Таджикистан ба пеш
duplicate,9SK6boOSZX0,Точикистон ба пеш
duplicate,9SK6boOSZX0,ТОҶИКИСТОН БА ПЕШ 💪✊️🇹🇯🇹🇯🇹🇯✊️💪
duplicate,9SK6boOSZX0,Интерполгоо бериш керек
duplicate,9SK6boOSZX0,Таджикистан ба пеш🇹🇯
duplicate,9SK6boOSZX0,Таджикистан Ба пешшш
duplicate,9SK6boOSZX0,Таджикистан ба пеш
duplicate,9SK6boOSZX0,Таджикистан ба пеш🦁🦁
duplicate,9SK6boOSZX0,Тожикистон ба пеш
duplicate,9SK6boOSZX0,Точикистон ба пешшшш
duplicate,9SK6boOSZX0,Аллахым жазасын берсин
duplicate,9SK6boOSZX0,Тожикистон ба пеш
duplicate,9SK6boOSZX0,Тачикистан ба пеш
duplicate,9SK6boOSZX0,Акмактар👎👎👎Аллах жазанарды берсин
duplicate,9SK6boOSZX0,Точикистон ба пеш
duplicate,9SK6boOSZX0,Аллах жазаны берсин🤲🤲🤲🤲🤲🤲🤲
duplicate,9SK6boOSZX0,АЛЛАХ жазанарды берсин🤲🤲🤲
duplicate,9SK6boOSZX0,Таджикистан ба пешшшш
